app_id,app_name,service_id,service_name,replica_index,node_id
APP-TEL,Telemetry,TEL-S02,Data Aggregation,21,UAV-263
APP-COM,Communication,COM-S02,Push-to-Talk Group,26,UAV-260
APP-COM,Communication,COM-S02,Push-to-Talk Group,27,UAV-249
APP-EME,Emergency,EME-S04,VoIP / PTT Emergency,16,UAV-226
APP-COM,Communication,COM-S01,Voice Communication Core,25,UAV-194
APP-COM,Communication,COM-S01,Voice Communication Core,26,UAV-027
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,23,UAV-182
APP-TEL,Telemetry,TEL-S02,Data Aggregation,22,UAV-206
APP-COM,Communication,COM-S01,Voice Communication Core,27,HAPS-003
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,20,UAV-139
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,24,UAV-062
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,25,UAV-291
APP-EME,Emergency,EME-S04,VoIP / PTT Emergency,17,UAV-275
APP-TEL,Telemetry,TEL-S02,Data Aggregation,23,UAV-252
APP-COM,Communication,COM-S01,Voice Communication Core,28,UAV-095
APP-COM,Communication,COM-S01,Voice Communication Core,29,UAV-281
APP-COM,Communication,COM-S03,Data Messaging,13,UAV-248
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,26,UAV-150
APP-TEL,Telemetry,TEL-S02,Data Aggregation,24,UAV-106
APP-TEL,Telemetry,TEL-S02,Data Aggregation,25,UAV-302
APP-TEL,Telemetry,TEL-S02,Data Aggregation,26,UAV-200
APP-COM,Communication,COM-S03,Data Messaging,14,UAV-276
APP-EME,Emergency,EME-S04,VoIP / PTT Emergency,18,UAV-158
APP-COM,Communication,COM-S01,Voice Communication Core,30,UAV-037
APP-TEL,Telemetry,TEL-S02,Data Aggregation,27,UAV-255
APP-EME,Emergency,EME-S04,VoIP / PTT Emergency,19,UAV-331
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,21,UAV-286
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,27,UAV-279
APP-COM,Communication,COM-S03,Data Messaging,15,UAV-124
APP-COM,Communication,COM-S03,Data Messaging,16,UAV-128
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,28,UAV-271
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,22,UAV-054
APP-EME,Emergency,EME-S04,VoIP / PTT Emergency,20,UAV-090
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,29,UAV-250
APP-EME,Emergency,EME-S04,VoIP / PTT Emergency,21,UAV-223
APP-EME,Emergency,EME-S04,VoIP / PTT Emergency,22,UAV-107
APP-EME,Emergency,EME-S04,VoIP / PTT Emergency,23,UAV-147
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,23,UAV-189
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,24,UAV-246
APP-EME,Emergency,EME-S04,VoIP / PTT Emergency,24,UAV-135
APP-COM,Communication,COM-S01,Voice Communication Core,31,UAV-141
APP-COM,Communication,COM-S03,Data Messaging,17,UAV-188
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,25,UAV-287
APP-COM,Communication,COM-S01,Voice Communication Core,32,UAV-284
APP-COM,Communication,COM-S01,Voice Communication Core,33,UAV-065
APP-COM,Communication,COM-S03,Data Messaging,18,UAV-264
APP-EME,Emergency,EME-S04,VoIP / PTT Emergency,25,UAV-254
APP-COM,Communication,COM-S01,Voice Communication Core,34,UAV-162
APP-COM,Communication,COM-S01,Voice Communication Core,35,UAV-232
APP-COM,Communication,COM-S01,Voice Communication Core,36,UAV-224
APP-EME,Emergency,EME-S04,VoIP / PTT Emergency,26,UAV-312
APP-EME,Emergency,EME-S04,VoIP / PTT Emergency,27,UAV-125
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,26,UAV-165
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,27,UAV-247
APP-COM,Communication,COM-S03,Data Messaging,19,UAV-251
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,30,UAV-293
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,31,UAV-222
APP-COM,Communication,COM-S03,Data Messaging,20,UAV-143
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,28,UAV-239
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,32,UAV-231
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,29,UAV-052
APP-COM,Communication,COM-S03,Data Messaging,21,UAV-253
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,33,UAV-066
APP-COM,Communication,COM-S03,Data Messaging,22,UAV-100
APP-COM,Communication,COM-S01,Voice Communication Core,37,UAV-078
APP-COM,Communication,COM-S03,Data Messaging,23,UAV-204
APP-COM,Communication,COM-S03,Data Messaging,24,UAV-321
APP-COM,Communication,COM-S03,Data Messaging,25,UAV-115
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,34,UAV-026
APP-COM,Communication,COM-S03,Data Messaging,26,UAV-164
APP-COM,Communication,COM-S03,Data Messaging,27,UAV-309
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,35,UAV-136
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,30,UAV-273
APP-COM,Communication,COM-S01,Voice Communication Core,38,UAV-234
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,36,UAV-269
APP-COM,Communication,COM-S01,Voice Communication Core,39,UAV-329
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,37,UAV-085
APP-COM,Communication,COM-S01,Voice Communication Core,40,UAV-034
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,31,UAV-134
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,38,UAV-105
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,39,UAV-179
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,32,UAV-187
APP-COM,Communication,COM-S01,Voice Communication Core,41,UAV-081
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,40,UAV-184
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,33,UAV-230
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,41,UAV-301
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,42,UAV-295
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,43,UAV-049
APP-COM,Communication,COM-S01,Voice Communication Core,42,UAV-317
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,34,UAV-313
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,35,UAV-146
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,36,UAV-114
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,37,UAV-021
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,44,UAV-033
APP-COM,Communication,COM-S01,Voice Communication Core,43,UAV-096
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,38,UAV-183
APP-COM,Communication,COM-S01,Voice Communication Core,44,UAV-148
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,39,UAV-280
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,40,UAV-038
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,45,UAV-191
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,46,UAV-061
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,47,UAV-272
APP-COM,Communication,COM-S01,Voice Communication Core,45,UAV-233
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,48,UAV-020
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,49,UAV-133
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,41,UAV-174
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,42,UAV-181
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,50,UAV-047
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,51,UAV-192
APP-COM,Communication,COM-S01,Voice Communication Core,46,UAV-319
APP-COM,Communication,COM-S01,Voice Communication Core,47,UAV-326
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,43,UAV-170
APP-COM,Communication,COM-S01,Voice Communication Core,48,UAV-108
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,52,UAV-077
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,53,UAV-315
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,44,UAV-172
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,54,UAV-322
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,55,UAV-079
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,56,UAV-001
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,57,UAV-140
APP-COM,Communication,COM-S01,Voice Communication Core,49,UAV-299
APP-COM,Communication,COM-S01,Voice Communication Core,50,UAV-227
APP-COM,Communication,COM-S01,Voice Communication Core,51,UAV-110
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,45,UAV-212
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,58,UAV-333
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,46,UAV-099
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,59,UAV-285
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,60,UAV-011
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,61,UAV-306
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,47,UAV-256
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,62,UAV-117
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,63,UAV-109
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,64,UAV-045
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,48,UAV-013
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,65,UAV-014
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,49,UAV-214
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,50,UAV-300
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,66,UAV-042
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,51,UAV-277
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,52,UAV-050
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,67,UAV-069
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,53,UAV-112
APP-TEL,Telemetry,TEL-S01,GPS Ingestion,68,UAV-123
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,54,UAV-138
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,55,UAV-010
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,56,UAV-055
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,57,UAV-325
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,58,UAV-166
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,59,UAV-106
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,60,UAV-231
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,61,UAV-167
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,62,UAV-171
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,63,UAV-192
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,64,UAV-140
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,65,UAV-213
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,66,UAV-127
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,67,UAV-039
APP-EME,Emergency,EME-S01,Accident Detection & Alert Ingestion,68,UAV-238
APP-RET,Broadcasting,RET-S02,Multi-stream Aggregator,1,HAPS-001
